order_id	date	customer_id
281	03/08/2019	51
282	08/10/2018	56
283	07/03/2016	3
284	01/13/2012	59
285	09/28/2015	45
286	01/11/2019	47
287	02/29/2016	41
288	01/07/2015	6
289	03/21/2017	50
290	11/18/2013	30
291	12/06/2011	8
292	01/02/2010	34
293	04/18/2020	48
294	08/17/2012	58
295	05/07/2010	39
296	12/14/2016	24
297	02/11/2011	43
298	03/07/2018	5
299	09/09/2013	59
300	11/01/2019	9
301	07/16/2018	20
302	04/20/2014	11
303	04/14/2020	35
304	02/20/2019	38
305	02/18/2016	16
306	12/11/2020	50
307	11/02/2016	44
308	06/19/2017	45
309	05/14/2018	7
310	10/24/2014	28
311	05/31/2018	49
312	03/24/2020	50
313	05/05/2019	54
314	05/16/2016	16
315	05/07/2016	1
316	05/09/2011	1
317	04/18/2020	5
318	08/29/2014	47
319	04/13/2012	13
320	04/28/2016	12
321	10/16/2019	18
322	07/31/2017	41
323	09/02/2016	9
324	03/20/2012	42
325	11/01/2011	14
326	12/15/2017	46
327	04/10/2017	59
328	02/21/2013	8
329	01/09/2020	47
330	12/02/2015	40
331	10/08/2013	50
332	05/02/2019	8
333	02/22/2019	11
334	12/27/2017	39
335	01/01/2015	17
336	04/03/2016	52
337	02/06/2010	34
338	10/22/2017	16
339	08/20/2012	31
340	01/31/2018	31
341	07/07/2012	32
342	02/10/2014	5
343	09/08/2014	6
344	08/06/2010	26
345	03/23/2020	26
346	01/19/2014	34
347	12/02/2011	37
348	03/28/2016	16
349	02/26/2020	14
350	12/31/2017	17
351	02/24/2020	9
352	12/18/2016	49
353	09/04/2016	11
354	01/05/2018	11
355	12/22/2011	8
356	08/16/2020	42
357	06/21/2018	23
358	03/04/2015	37
359	07/17/2019	24
360	08/19/2020	8
361	01/28/2014	38
362	11/10/2019	39
363	11/15/2014	18
364	09/27/2012	27
365	03/27/2013	21
366	12/18/2015	40
367	09/28/2012	2
368	02/20/2017	24
369	07/25/2017	49
370	12/16/2014	58
371	06/10/2019	27
372	11/22/2018	39
373	03/17/2011	21
374	05/15/2020	7
375	02/04/2013	5
376	12/30/2014	23
377	06/25/2012	25
378	05/06/2014	24
379	01/25/2014	41
380	09/02/2020	11
381	10/21/2015	47
382	06/20/2012	52
383	11/24/2018	4
384	03/24/2013	58
385	10/18/2014	20
386	08/26/2015	27
387	12/01/2015	4
388	01/15/2017	3
389	07/09/2020	12
390	04/25/2010	33
391	12/28/2010	11
392	11/15/2019	52
393	10/05/2013	9
394	01/12/2011	28
395	06/01/2015	16
396	02/12/2015	21
397	08/01/2010	34
398	09/17/2015	52
399	04/15/2012	53
400	02/23/2019	55
401	12/09/2013	6
402	12/02/2013	34
403	05/01/2014	47
404	04/01/2017	20
405	02/05/2018	14
406	01/18/2015	46
407	04/29/2012	11
408	11/17/2017	51
409	01/10/2014	13
410	05/29/2013	12
411	04/18/2015	54
412	10/11/2019	25
413	07/12/2020	25
414	07/12/2010	41
415	08/06/2013	30
416	06/17/2014	51
417	12/10/2011	32
418	07/11/2017	28
419	02/18/2013	6
420	05/14/2016	31
421	01/17/2014	6
422	09/15/2019	51
423	12/31/2019	49
424	12/12/2020	5
425	06/28/2017	4
426	10/09/2019	25
427	02/19/2010	48
428	11/19/2020	7
429	10/04/2014	3
431	04/11/2017	44
432	01/05/2015	11
433	09/15/2015	54
434	01/15/2010	32
435	02/15/2016	19
436	01/11/2011	55
437	02/09/2016	10
438	02/21/2019	30
439	10/22/2011	42
440	06/25/2015	24
441	02/20/2013	58
442	12/19/2017	13
443	01/31/2018	60
444	10/11/2013	51
445	01/26/2013	40
446	03/25/2013	56
447	03/06/2012	39
448	07/07/2018	20
449	09/15/2016	36
450	04/27/2018	18
451	05/29/2013	57
452	10/15/2011	49
453	07/21/2010	27
454	05/15/2012	3
455	03/07/2017	56
456	05/26/2014	33
457	07/08/2020	20
458	04/16/2016	44
459	04/06/2013	42
460	05/10/2020	24
461	04/30/2011	51
462	04/27/2016	6
463	06/03/2017	24
464	12/10/2011	23
465	04/29/2013	21
466	11/03/2016	26
467	03/25/2020	22
468	07/31/2010	1
469	02/13/2010	29
470	01/19/2020	1
471	07/23/2013	57
472	01/13/2017	47
473	12/24/2016	45
474	05/26/2012	18
475	05/31/2018	58
476	09/03/2020	50
477	06/07/2017	51
478	07/19/2015	6
479	02/28/2011	49
480	02/23/2016	13
481	11/27/2011	22
482	10/25/2013	15
483	12/15/2015	47
484	01/15/2015	18
485	07/05/2013	2
486	04/22/2012	42
487	05/13/2013	40
488	12/07/2018	52
489	09/10/2013	3
490	01/31/2020	48
491	10/16/2010	40
492	08/18/2018	17
493	05/03/2013	19
494	09/01/2017	8
495	08/06/2018	42
496	02/10/2015	40
497	07/20/2011	1
498	06/06/2020	55
499	06/10/2017	21
500	09/23/2019	51
501	07/19/2016	55
502	01/08/2015	13
503	06/01/2015	8
504	09/24/2017	6
505	06/07/2018	36
506	05/26/2014	14
507	09/18/2014	8
508	02/13/2012	21
509	01/28/2019	47
510	02/09/2014	51
511	08/31/2015	57
512	04/11/2015	42
513	09/28/2014	37
514	08/08/2013	39
515	04/17/2013	37
516	04/18/2017	11
517	02/08/2013	3
518	06/14/2012	46
519	01/25/2019	31
520	06/10/2013	36
521	03/04/2012	24
522	05/12/2017	14
523	12/01/2010	26
524	11/15/2014	22
525	06/24/2012	27
526	08/25/2013	47
527	04/10/2015	33
528	10/24/2018	1
529	11/30/2015	27
530	02/03/2014	37
531	10/03/2019	16
532	06/12/2012	10
533	04/19/2010	28
534	12/06/2015	1
535	09/11/2020	55
536	08/14/2019	2
537	12/02/2016	3
538	05/08/2020	46
539	02/24/2015	28
540	04/15/2014	5
541	03/29/2017	26
542	12/03/2014	14
543	11/22/2015	36
544	11/04/2018	31
545	06/14/2017	4
546	04/20/2016	28
547	08/15/2017	8
548	10/13/2018	4
549	04/18/2014	35
550	01/17/2011	27
551	10/21/2014	38
552	08/25/2020	50
553	12/01/2018	40
554	10/05/2018	15
555	08/13/2014	59
556	08/31/2013	30
557	02/20/2013	26
558	08/20/2017	8
559	04/10/2017	7
560	08/04/2013	58
561	06/11/2015	28
562	08/04/2015	39
563	11/10/2011	57
564	09/20/2011	14
565	08/08/2013	59
566	04/15/2011	7
567	07/20/2017	52
568	09/21/2011	13
569	06/19/2016	22
570	12/10/2015	58
571	11/10/2011	52
572	05/05/2017	24
573	09/15/2015	13
574	11/22/2013	6
575	03/01/2017	58
576	09/06/2015	32
577	07/29/2019	59
578	11/12/2013	53
579	09/07/2011	30
580	01/11/2015	60
581	03/09/2010	52
582	06/29/2017	12
583	10/23/2012	25
584	05/09/2012	17
585	02/20/2016	50
586	04/16/2020	20
587	01/15/2011	46
588	11/11/2019	48
589	10/15/2017	17
590	10/05/2013	18
591	01/03/2017	59
592	05/06/2012	28
593	03/22/2018	25
594	10/11/2010	34
595	09/15/2016	45
596	11/05/2012	2
597	08/07/2018	54
598	11/07/2019	50
599	05/13/2014	9
600	07/31/2019	20
601	03/12/2020	12
602	09/06/2019	4
603	07/28/2011	37
604	10/28/2013	59
605	02/11/2011	29
606	07/06/2016	56
607	05/09/2011	1
608	09/29/2016	2
609	09/20/2020	10
610	11/06/2015	56
611	10/01/2011	24
612	04/06/2016	48
613	07/15/2015	54
614	10/10/2019	29
615	11/11/2016	29
616	03/17/2016	57
617	08/24/2019	44
618	03/14/2015	45
619	07/17/2014	45
620	02/03/2012	18
621	08/31/2016	54
622	08/05/2012	51
623	05/15/2020	43
624	12/08/2017	47
625	12/30/2012	52
626	11/24/2010	6
627	01/31/2015	56
628	06/01/2015	53
629	03/14/2016	29
630	10/07/2014	11
631	02/08/2010	1
632	04/11/2018	39
633	06/18/2016	49
634	07/20/2015	34
635	10/30/2010	16
636	07/20/2019	45
637	12/18/2010	35
638	07/01/2020	33
639	10/25/2016	25
640	03/25/2014	31
641	09/12/2010	19
642	02/05/2010	45
643	11/29/2020	56
644	02/10/2020	17
645	12/28/2014	18
646	10/06/2019	7
647	11/15/2018	41
648	09/17/2012	37
649	09/25/2016	5
650	09/23/2011	13
651	10/04/2019	2
652	08/14/2014	1
653	04/09/2015	43
654	10/12/2011	25
655	09/25/2016	42
656	09/02/2014	20
657	01/20/2016	49
658	07/05/2017	5
659	05/09/2013	29
660	09/30/2017	53
661	04/16/2010	46
662	10/10/2013	24
663	09/23/2015	17
664	03/20/2015	22
665	11/03/2011	47
666	11/17/2011	4
667	08/26/2011	19
668	04/04/2015	19
669	07/11/2018	31
670	05/17/2010	12
671	01/27/2010	28
672	05/26/2018	44
673	06/12/2014	21
674	05/28/2015	5
675	09/18/2012	12
676	05/24/2019	56
677	05/01/2014	57
678	01/16/2012	3
679	05/24/2019	54
680	08/28/2015	1
681	09/28/2017	53
682	03/08/2019	41
683	05/18/2020	27
684	03/16/2018	41
685	03/12/2015	21
686	07/10/2015	47
687	05/13/2015	31
688	05/25/2012	44
689	02/26/2020	37
690	06/06/2014	18
691	09/23/2012	36
692	08/08/2016	47
693	05/03/2014	46
694	12/13/2013	37
695	06/10/2019	29
696	11/14/2011	55
697	03/20/2015	1
698	03/07/2012	23
699	09/05/2013	44
700	11/19/2011	42
701	10/07/2015	56
702	09/09/2020	22
703	01/19/2011	52
704	07/08/2013	55
705	11/18/2014	18
706	03/25/2014	46
707	01/07/2017	27
708	12/09/2017	31
709	11/04/2011	3
710	01/02/2020	6
711	08/17/2010	15
712	10/18/2013	34
713	08/06/2014	4
714	01/12/2019	49
715	08/12/2014	14
716	10/28/2014	42
717	12/07/2020	13
718	03/20/2014	55
719	05/05/2016	24
720	12/27/2012	35
721	05/03/2010	11
722	06/17/2016	47
723	03/12/2016	54
724	06/21/2010	53
725	02/11/2015	38
726	12/14/2012	2
727	06/10/2010	4
729	01/26/2020	1
730	10/18/2010	57
731	03/23/2010	57
732	01/21/2020	32
733	01/20/2012	28
734	05/07/2013	32
735	07/27/2016	53
736	01/21/2011	36
737	04/01/2019	48
738	02/20/2013	22
739	07/29/2019	34
740	03/02/2012	7
741	07/03/2018	3
742	12/11/2020	19
743	03/11/2012	7
744	12/07/2015	14
745	09/20/2010	7
746	02/18/2014	35
747	05/19/2017	34
748	04/20/2020	31
749	06/01/2015	19
750	10/21/2017	16
751	12/17/2019	49
752	10/29/2011	45
753	12/31/2010	37
754	02/06/2016	9
755	01/11/2015	44
756	03/11/2010	8
757	12/10/2016	8
758	12/27/2015	34
759	10/25/2012	56
760	01/17/2017	47
761	05/16/2013	27
762	07/10/2011	13
763	10/23/2018	34
764	07/21/2018	54
765	10/03/2015	1
766	07/01/2014	8
767	08/06/2010	50
768	05/27/2016	53
769	08/12/2018	7
770	04/09/2017	1
771	08/01/2015	1
772	04/04/2019	25
773	11/01/2016	44
774	10/24/2011	47
775	08/28/2014	10
776	10/11/2014	51
777	08/04/2017	17
778	04/14/2019	13
779	02/06/2020	31
780	06/21/2012	38
781	11/12/2019	40
782	07/28/2013	33
783	11/22/2013	44
784	02/07/2012	14
785	10/02/2012	49
786	02/01/2014	17
787	12/04/2017	53
788	01/18/2020	32
789	12/30/2012	45
790	12/25/2011	48
791	12/01/2016	42
792	04/14/2012	50
793	10/15/2016	17
794	11/26/2018	6
795	03/08/2010	2
796	04/04/2018	55
797	04/19/2019	40
798	10/23/2010	11
799	07/28/2010	34
800	01/24/2015	56
801	10/08/2016	8
802	11/06/2018	22
803	12/16/2013	51
804	03/03/2010	49
805	04/15/2019	25
806	01/09/2010	40
807	09/18/2017	34
808	05/29/2011	31
809	01/01/2017	52
810	10/27/2017	58
811	05/30/2010	49
812	02/27/2015	44
813	01/27/2012	55
814	11/10/2020	41
815	02/02/2015	2
816	07/12/2016	43
817	03/02/2020	18
818	10/18/2013	6
819	01/21/2019	53
820	11/11/2011	12
821	09/22/2013	23
822	11/15/2017	60
823	01/30/2010	36
824	04/26/2011	25
825	04/29/2015	28
826	01/02/2019	40
827	10/16/2020	2
828	07/08/2015	59
829	01/20/2011	54
830	03/11/2019	11
831	05/24/2020	52
832	12/13/2015	13
833	11/13/2012	52
834	09/06/2014	52
835	10/30/2018	19
836	07/02/2014	45
837	07/29/2018	38
838	07/25/2010	56
839	04/14/2013	29
840	08/16/2015	42
841	09/11/2012	53
842	08/21/2016	35
843	07/24/2019	14
844	12/11/2013	23
845	10/31/2013	53
846	09/30/2013	32
847	08/18/2018	13
848	07/12/2011	35
849	06/17/2014	7
850	09/22/2011	53
851	09/09/2010	47
852	01/20/2014	31
853	06/25/2020	1
854	01/17/2018	13
855	12/13/2020	33
856	05/02/2017	46
857	02/23/2015	38
858	05/18/2015	22
859	03/20/2014	1
860	05/26/2018	33
861	10/08/2015	39
862	07/17/2017	58
863	07/01/2013	38
864	12/16/2015	35
865	02/13/2015	48
866	08/12/2010	34
867	12/11/2019	13
868	02/22/2011	47
869	08/27/2018	42
870	12/22/2017	31
871	03/25/2020	14
872	01/13/2018	1
873	06/04/2011	23
874	01/17/2010	27
875	04/12/2019	18
876	04/03/2019	26
877	04/13/2019	4
878	02/19/2018	55
879	09/25/2016	40
880	11/26/2018	20
881	11/14/2016	11
882	10/29/2020	18
883	01/21/2014	55
884	02/29/2020	35
885	01/24/2010	19
886	10/14/2015	49
887	08/04/2015	44
888	09/12/2019	24
889	04/04/2014	40
890	06/20/2018	23
891	02/21/2018	37
892	06/19/2014	10
893	04/12/2020	26
894	06/07/2020	4
895	01/08/2014	48
896	02/12/2015	34
897	03/27/2019	57
898	07/30/2017	27
899	10/11/2010	9
900	08/07/2010	9
901	03/24/2011	22
902	07/23/2013	60
903	01/05/2018	53
904	06/19/2011	16
905	06/25/2011	5
906	03/19/2020	21
907	10/26/2012	27
908	01/14/2019	35
909	12/11/2018	35
910	10/15/2018	13
911	06/04/2017	55
912	12/30/2011	1
913	01/03/2015	17
914	11/27/2012	27
915	09/11/2010	35
916	05/14/2010	23
917	05/27/2010	48
918	08/19/2019	52
919	03/02/2014	1
920	10/07/2014	32
921	03/01/2012	52
922	08/15/2018	23
923	09/22/2016	52
924	03/17/2012	48
925	02/14/2013	47
926	06/18/2014	4
927	04/29/2019	5
928	07/05/2015	60
929	06/03/2013	59
930	05/02/2019	47
931	06/17/2013	22
932	09/14/2012	34
933	08/16/2018	39
934	04/13/2010	15
935	10/13/2013	34
936	04/19/2014	28
937	11/17/2016	28
938	05/21/2020	1
939	06/07/2018	56
940	06/04/2018	29
941	05/23/2016	9
942	07/26/2018	5
943	04/16/2010	33
944	12/04/2014	27
945	08/01/2019	6
946	07/11/2015	44
947	07/19/2017	59
948	06/07/2018	17
949	02/24/2019	27
950	09/07/2013	27
951	12/05/2011	35
952	03/23/2014	46
953	03/25/2015	51
954	04/22/2012	37
955	12/04/2012	26
956	10/26/2017	30
957	08/10/2012	10
958	03/25/2010	14
959	11/29/2014	5
960	04/07/2016	41
961	03/01/2010	37
962	08/05/2011	47
963	05/21/2019	36
964	05/15/2018	54
965	10/29/2012	11
966	08/04/2020	5
967	10/13/2013	58
968	11/21/2020	38
969	10/10/2019	43
970	10/07/2011	44
971	09/28/2014	28
972	07/28/2011	41
973	08/16/2018	22
974	07/15/2011	17
975	03/09/2018	33
976	12/31/2011	48
977	07/21/2015	32
978	05/01/2017	51
979	06/21/2013	49
980	12/17/2019	60
981	08/07/2018	4
982	09/20/2015	48
983	07/04/2017	51
984	08/23/2014	60
985	05/27/2018	28
986	04/10/2016	39
987	04/28/2012	12
988	07/30/2014	46
989	08/26/2016	27
990	02/14/2013	41
991	06/06/2018	56
992	08/27/2020	11
993	08/06/2010	16
994	01/23/2014	28
995	12/21/2011	60
996	09/22/2020	44
997	05/17/2015	2
998	05/15/2017	33
999	05/09/2016	13
